Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[29]     0.0    0.00    0.00    1027         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const [29]
-----------------------------------------------
                0.00    0.00      11/1027        double* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [174]
                0.00    0.00     254/1027        double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [98]
                0.00    0.00     762/1027        double* std::__copy_move_a2<true, double*, double*>(double*, double*, double*) [91]
[30]     0.0    0.00    0.00    1027         double* std::__niter_base<double*>(double*) [30]
-----------------------------------------------
                0.00    0.00     508/1016        std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [87]
                0.00    0.00     508/1016        std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [83]
[31]     0.0    0.00    0.00    1016         std::vector<double, std::allocator<double> >::max_size() const [31]
                0.00    0.00    1016/1027        std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const [29]
                0.00    0.00    1016/1016        std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&) [32]
-----------------------------------------------
                0.00    0.00    1016/1016        std::vector<double, std::allocator<double> >::max_size() const [31]
[32]     0.0    0.00    0.00    1016         std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&) [32]
                0.00    0.00    1016/1281        __gnu_cxx::new_allocator<double>::max_size() const [27]
-----------------------------------------------
                0.00    0.00     145/725         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [115]
                0.00    0.00     580/725         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [37]
[33]     0.0    0.00    0.00     725         __gnu_cxx::new_allocator<int>::max_size() const [33]
-----------------------------------------------
                0.00    0.00     168/603         std::vector<int, std::allocator<int> >::~vector() [113]
                0.00    0.00     435/603         std::vector<int, std::allocator<int> >::_M_default_append(unsigned long) [123]
[34]     0.0    0.00    0.00     603         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [34]
-----------------------------------------------
                0.00    0.00     580/580         std::vector<int, std::allocator<int> >::max_size() const [36]
[35]     0.0    0.00    0.00     580         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [35]
-----------------------------------------------
                0.00    0.00     290/580         std::vector<int, std::allocator<int> >::_M_default_append(unsigned long) [123]
                0.00    0.00     290/580         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [116]
[36]     0.0    0.00    0.00     580         std::vector<int, std::allocator<int> >::max_size() const [36]
                0.00    0.00     580/580         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [35]
                0.00    0.00     580/580         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [37]
-----------------------------------------------
                0.00    0.00     580/580         std::vector<int, std::allocator<int> >::max_size() const [36]
[37]     0.0    0.00    0.00     580         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [37]
                0.00    0.00     580/725         __gnu_cxx::new_allocator<int>::max_size() const [33]
-----------------------------------------------
                0.00    0.00     145/580         int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [136]
                0.00    0.00     435/580         int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*) [129]
[38]     0.0    0.00    0.00     580         int* std::__niter_base<int*>(int*) [38]
-----------------------------------------------
                0.00    0.00     520/520         void std::_Destroy<double*>(double*, double*) [41]
[39]     0.0    0.00    0.00     520         void std::_Destroy_aux<true>::__destroy<double*>(double*, double*) [39]
-----------------------------------------------
                0.00    0.00     254/520         std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [87]
                0.00    0.00     266/520         std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [67]
[40]     0.0    0.00    0.00     520         std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [40]
                0.00    0.00     265/265         std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [73]
-----------------------------------------------
                0.00    0.00     520/520         void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [42]
[41]     0.0    0.00    0.00     520         void std::_Destroy<double*>(double*, double*) [41]
                0.00    0.00     520/520         void std::_Destroy_aux<true>::__destroy<double*>(double*, double*) [39]
-----------------------------------------------
                0.00    0.00     254/520         std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [87]
                0.00    0.00     266/520         std::vector<double, std::allocator<double> >::~vector() [69]
[42]     0.0    0.00    0.00     520         void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [42]
                0.00    0.00     520/520         void std::_Destroy<double*>(double*, double*) [41]
-----------------------------------------------
                0.00    0.00     508/508         decltype (__miter_base(({parm#1}.base)())) std::__miter_base<double*>(std::move_iterator<double*>) [45]
[43]     0.0    0.00    0.00     508         std::move_iterator<double*>::base() const [43]
-----------------------------------------------
                0.00    0.00     508/508         std::move_iterator<double*> std::__make_move_if_noexcept_iterator<double, std::move_iterator<double*> >(double*) [47]
[44]     0.0    0.00    0.00     508         std::move_iterator<double*>::move_iterator(double*) [44]
-----------------------------------------------
                0.00    0.00     508/508         double* std::copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [97]
[45]     0.0    0.00    0.00     508         decltype (__miter_base(({parm#1}.base)())) std::__miter_base<double*>(std::move_iterator<double*>) [45]
                0.00    0.00     508/508         std::move_iterator<double*>::base() const [43]
                0.00    0.00     508/508         double* std::__miter_base<double*>(double*) [46]
-----------------------------------------------
                0.00    0.00     508/508         decltype (__miter_base(({parm#1}.base)())) std::__miter_base<double*>(std::move_iterator<double*>) [45]
[46]     0.0    0.00    0.00     508         double* std::__miter_base<double*>(double*) [46]
-----------------------------------------------
                0.00    0.00     508/508         double* std::__uninitialized_move_if_noexcept_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [96]
[47]     0.0    0.00    0.00     508         std::move_iterator<double*> std::__make_move_if_noexcept_iterator<double, std::move_iterator<double*> >(double*) [47]
                0.00    0.00     508/508         std::move_iterator<double*>::move_iterator(double*) [44]
-----------------------------------------------
                0.00    0.00       1/401         std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_check_len(unsigned long, char const*) const [226]
                0.00    0.00       1/401         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_check_len(unsigned long, char const*) const [227]
                0.00    0.00     145/401         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [116]
                0.00    0.00     254/401         std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [83]
[48]     0.0    0.00    0.00     401         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [48]
-----------------------------------------------
                0.00    0.00     313/313         void std::_Destroy<int*>(int*, int*) [51]
[49]     0.0    0.00    0.00     313         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [49]
-----------------------------------------------
                0.00    0.00     145/313         std::vector<int, std::allocator<int> >::_M_default_append(unsigned long) [123]
                0.00    0.00     168/313         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [111]
[50]     0.0    0.00    0.00     313         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [50]
                0.00    0.00     145/145         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [119]
-----------------------------------------------
                0.00    0.00     313/313         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [52]
[51]     0.0    0.00    0.00     313         void std::_Destroy<int*>(int*, int*) [51]
                0.00    0.00     313/313         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [49]
-----------------------------------------------
                0.00    0.00     145/313         std::vector<int, std::allocator<int> >::_M_default_append(unsigned long) [123]
                0.00    0.00     168/313         std::vector<int, std::allocator<int> >::~vector() [113]
[52]     0.0    0.00    0.00     313         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [52]
                0.00    0.00     313/313         void std::_Destroy<int*>(int*, int*) [51]
-----------------------------------------------
                0.00    0.00       1/291         particles::particles(double, double, double) [224]
                0.00    0.00     290/291         void std::_Construct<std::vector<int, std::allocator<int> >>(std::vector<int, std::allocator<int> >*) [126]
[53]     0.0    0.00    0.00     291         std::vector<int, std::allocator<int> >::vector() [53]
                0.00    0.00     168/168         std::_Vector_base<int, std::allocator<int> >::_Vector_base() [110]
-----------------------------------------------
                0.00    0.00     290/290         decltype (__miter_base(({parm#1}.base)())) std::__miter_base<int*>(std::move_iterator<int*>) [58]
[54]     0.0    0.00    0.00     290         std::move_iterator<int*>::base() const [54]
-----------------------------------------------
                0.00    0.00     290/290         std::move_iterator<int*> std::__make_move_if_noexcept_iterator<int, std::move_iterator<int*> >(int*) [60]
[55]     0.0    0.00    0.00     290         std::move_iterator<int*>::move_iterator(int*) [55]
-----------------------------------------------
                0.00    0.00     145/290         void std::_Destroy_aux<false>::__destroy<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*) [194]
                0.00    0.00     145/290         std::vector<double, std::allocator<double> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::vector<double, std::allocator<double> >*, unsigned long>(std::vector<double, std::allocator<double> >*, unsigned long) [255]
[56]     0.0    0.00    0.00     290         std::vector<double, std::allocator<double> >* std::__addressof<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >&) [56]
-----------------------------------------------
                0.00    0.00     145/290         void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [195]
                0.00    0.00     145/290         std::vector<int, std::allocator<int> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::vector<int, std::allocator<int> >*, unsigned long>(std::vector<int, std::allocator<int> >*, unsigned long) [256]
[57]     0.0    0.00    0.00     290         std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [57]
-----------------------------------------------
                0.00    0.00     290/290         int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [135]
[58]     0.0    0.00    0.00     290         decltype (__miter_base(({parm#1}.base)())) std::__miter_base<int*>(std::move_iterator<int*>) [58]
                0.00    0.00     290/290         std::move_iterator<int*>::base() const [54]
                0.00    0.00     290/290         int* std::__miter_base<int*>(int*) [59]
-----------------------------------------------
                0.00    0.00     290/290         decltype (__miter_base(({parm#1}.base)())) std::__miter_base<int*>(std::move_iterator<int*>) [58]
[59]     0.0    0.00    0.00     290         int* std::__miter_base<int*>(int*) [59]
-----------------------------------------------
                0.00    0.00     290/290         int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [134]
[60]     0.0    0.00    0.00     290         std::move_iterator<int*> std::__make_move_if_noexcept_iterator<int, std::move_iterator<int*> >(int*) [60]
                0.00    0.00     290/290         std::move_iterator<int*>::move_iterator(int*) [55]
-----------------------------------------------
                0.00    0.00     145/290         void std::_Construct<std::vector<double, std::allocator<double> >>(std::vector<double, std::allocator<double> >*) [125]
                0.00    0.00     145/290         void std::_Construct<std::vector<int, std::allocator<int> >>(std::vector<int, std::allocator<int> >*) [126]
[61]     0.0    0.00    0.00     290         operator new(unsigned long, void*) [61]
-----------------------------------------------
                0.00    0.00     277/277         __gnu_cxx::new_allocator<double>::~new_allocator() [63]
[62]     0.0    0.00    0.00     277         __gnu_cxx::new_allocator<double>::~new_allocator() [62]
-----------------------------------------------
                0.00    0.00     277/277         std::allocator<double>::~allocator() [64]
[63]     0.0    0.00    0.00     277         __gnu_cxx::new_allocator<double>::~new_allocator() [63]
                0.00    0.00     277/277         __gnu_cxx::new_allocator<double>::~new_allocator() [62]
-----------------------------------------------
                0.00    0.00      11/277         std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [172]
                0.00    0.00     266/277         std::allocator<double>::~allocator() [65]
[64]     0.0    0.00    0.00     277         std::allocator<double>::~allocator() [64]
                0.00    0.00     277/277         __gnu_cxx::new_allocator<double>::~new_allocator() [63]
-----------------------------------------------
                0.00    0.00     266/266         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [66]
[65]     0.0    0.00    0.00     266         std::allocator<double>::~allocator() [65]
                0.00    0.00     266/277         std::allocator<double>::~allocator() [64]
-----------------------------------------------
                0.00    0.00     266/266         std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [67]
[66]     0.0    0.00    0.00     266         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [66]
                0.00    0.00     266/266         std::allocator<double>::~allocator() [65]
-----------------------------------------------
                0.00    0.00     266/266         std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [68]
[67]     0.0    0.00    0.00     266         std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [67]
                0.00    0.00     266/520         std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [40]
                0.00    0.00     266/266         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [66]
-----------------------------------------------
                0.00    0.00     266/266         std::vector<double, std::allocator<double> >::~vector() [69]
[68]     0.0    0.00    0.00     266         std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [68]
                0.00    0.00     266/266         std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [67]
-----------------------------------------------
                0.00    0.00       5/266         LaplacianOnGrid::~LaplacianOnGrid() [210]
                0.00    0.00       6/266         particles::~particles() [225]
                0.00    0.00      11/266         main [1]
                0.00    0.00      11/266         LaplacianOnGrid::GS_or_Jacobi(int, std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >&, mpiInfo&, int, int&) [3]
                0.00    0.00      44/266         mpiInfo::ParticleExchange(std::vector<int, std::allocator<int> >&, std::vector<int, std::allocator<int> >&, particles&) [278]
                0.00    0.00      44/266         LaplacianOnGrid::FormLS(mpiInfo&) [8]
                0.00    0.00     145/266         void std::_Destroy<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*) [137]
[69]     0.0    0.00    0.00     266         std::vector<double, std::allocator<double> >::~vector() [69]
                0.00    0.00     266/1039        std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [28]
                0.00    0.00     266/520         void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [42]
                0.00    0.00     266/266         std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [68]
-----------------------------------------------
                0.00    0.00     265/265         std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [73]
[70]     0.0    0.00    0.00     265         __gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long) [70]
-----------------------------------------------
                0.00    0.00     265/265         std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [74]
[71]     0.0    0.00    0.00     265         __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [71]
                0.00    0.00     265/1281        __gnu_cxx::new_allocator<double>::max_size() const [27]
-----------------------------------------------
                0.00    0.00      11/265         std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [167]
                0.00    0.00     254/265         std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [87]
[72]     0.0    0.00    0.00     265         std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [72]
                0.00    0.00     265/265         std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [74]
-----------------------------------------------
                0.00    0.00     265/265         std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [40]
[73]     0.0    0.00    0.00     265         std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [73]
                0.00    0.00     265/265         __gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long) [70]
-----------------------------------------------
                0.00    0.00     265/265         std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [72]
[74]     0.0    0.00    0.00     265         std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [74]
                0.00    0.00     265/265         __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [71]
-----------------------------------------------
                0.00    0.00     255/255         __gnu_cxx::new_allocator<double>::new_allocator() [76]
[75]     0.0    0.00    0.00     255         __gnu_cxx::new_allocator<double>::new_allocator() [75]
-----------------------------------------------
                0.00    0.00     255/255         std::allocator<double>::allocator() [77]
[76]     0.0    0.00    0.00     255         __gnu_cxx::new_allocator<double>::new_allocator() [76]
                0.00    0.00     255/255         __gnu_cxx::new_allocator<double>::new_allocator() [75]
-----------------------------------------------
                0.00    0.00     255/255         std::allocator<double>::allocator() [78]
[77]     0.0    0.00    0.00     255         std::allocator<double>::allocator() [77]
                0.00    0.00     255/255         __gnu_cxx::new_allocator<double>::new_allocator() [76]
-----------------------------------------------
                0.00    0.00     255/255         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [79]
[78]     0.0    0.00    0.00     255         std::allocator<double>::allocator() [78]
                0.00    0.00     255/255         std::allocator<double>::allocator() [77]
-----------------------------------------------
                0.00    0.00     255/255         std::_Vector_base<double, std::allocator<double> >::_Vector_base() [80]
[79]     0.0    0.00    0.00     255         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [79]
                0.00    0.00     255/255         std::allocator<double>::allocator() [78]
-----------------------------------------------
                0.00    0.00     255/255         std::_Vector_base<double, std::allocator<double> >::_Vector_base() [81]
[80]     0.0    0.00    0.00     255         std::_Vector_base<double, std::allocator<double> >::_Vector_base() [80]
                0.00    0.00     255/255         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [79]
-----------------------------------------------
                0.00    0.00     255/255         std::vector<double, std::allocator<double> >::vector() [82]
[81]     0.0    0.00    0.00     255         std::_Vector_base<double, std::allocator<double> >::_Vector_base() [81]
                0.00    0.00     255/255         std::_Vector_base<double, std::allocator<double> >::_Vector_base() [80]
-----------------------------------------------
                0.00    0.00       5/255         LaplacianOnGrid::LaplacianOnGrid(double, double, double, double, int, int, mpiInfo&) [12]
                0.00    0.00       6/255         particles::particles(double, double, double) [224]
                0.00    0.00      11/255         LaplacianOnGrid::GS_or_Jacobi(int, std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >&, mpiInfo&, int, int&) [3]
                0.00    0.00      44/255         mpiInfo::ParticleExchange(std::vector<int, std::allocator<int> >&, std::vector<int, std::allocator<int> >&, particles&) [278]
                0.00    0.00      44/255         LaplacianOnGrid::FormLS(mpiInfo&) [8]
                0.00    0.00     145/255         void std::_Construct<std::vector<double, std::allocator<double> >>(std::vector<double, std::allocator<double> >*) [125]
[82]     0.0    0.00    0.00     255         std::vector<double, std::allocator<double> >::vector() [82]
                0.00    0.00     255/255         std::_Vector_base<double, std::allocator<double> >::_Vector_base() [81]
-----------------------------------------------
                0.00    0.00     254/254         std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [87]
[83]     0.0    0.00    0.00     254         std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [83]
                0.00    0.00    1016/56833       std::vector<double, std::allocator<double> >::size() const [24]
                0.00    0.00     508/1016        std::vector<double, std::allocator<double> >::max_size() const [31]
                0.00    0.00     254/401         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [48]
-----------------------------------------------
                0.00    0.00     254/254         double* std::__copy_move_a<true, double*, double*>(double*, double*, double*) [90]
[84]     0.0    0.00    0.00     254         double* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [84]
-----------------------------------------------
                0.00    0.00     254/254         double* std::uninitialized_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [92]
[85]     0.0    0.00    0.00     254         double* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [85]
                0.00    0.00     254/254         double* std::copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [97]
-----------------------------------------------
                0.00    0.00     254/254         double* std::__uninitialized_default_n<double*, unsigned long>(double*, unsigned long) [94]
[86]     0.0    0.00    0.00     254         double* std::__uninitialized_default_n_1<true>::__uninit_default_n<double*, unsigned long>(double*, unsigned long) [86]
                0.00    0.00     254/254         double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [98]
-----------------------------------------------
                0.00    0.00     254/254         std::vector<double, std::allocator<double> >::resize(unsigned long) [88]
[87]     0.0    0.00    0.00     254         std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [87]
                0.00    0.00     762/1039        std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [28]
                0.00    0.00     508/1016        std::vector<double, std::allocator<double> >::max_size() const [31]
                0.00    0.00     254/56833       std::vector<double, std::allocator<double> >::size() const [24]
                0.00    0.00     254/254         std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [83]
                0.00    0.00     254/265         std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [72]
                0.00    0.00     254/254         double* std::__uninitialized_default_n_a<double*, unsigned long, double>(double*, unsigned long, std::allocator<double>&) [95]
                0.00    0.00     254/254         double* std::__uninitialized_move_if_noexcept_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [96]
                0.00    0.00     254/520         void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [42]
                0.00    0.00     254/520         std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [40]
-----------------------------------------------
                0.00    0.00       6/254         particles::particles(double, double, double) [224]
                0.00    0.00      11/254         LaplacianOnGrid::GS_or_Jacobi(int, std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >&, mpiInfo&, int, int&) [3]
                0.00    0.00      44/254         mpiInfo::ParticleExchange(std::vector<int, std::allocator<int> >&, std::vector<int, std::allocator<int> >&, particles&) [278]
                0.00    0.00      44/254         LaplacianOnGrid::FormLS(mpiInfo&) [8]
                0.00    0.00     149/254         LaplacianOnGrid::LaplacianOnGrid(double, double, double, double, int, int, mpiInfo&) [12]
[88]     0.0    0.00    0.00     254         std::vector<double, std::allocator<double> >::resize(unsigned long) [88]
                0.00    0.00     508/56833       std::vector<double, std::allocator<double> >::size() const [24]
                0.00    0.00     254/254         std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [87]
-----------------------------------------------
                0.00    0.00     254/254         double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [98]
[89]     0.0    0.00    0.00     254         _ZSt10__fill_n_aIPdmdEN9__gnu_cxx11__enable_ifIXsr3std11__is_scalarIT1_EE7__valueET_E6__typeES4_T0_RKS3_ [89]
-----------------------------------------------
                0.00    0.00     254/254         double* std::__copy_move_a2<true, double*, double*>(double*, double*, double*) [91]
[90]     0.0    0.00    0.00     254         double* std::__copy_move_a<true, double*, double*>(double*, double*, double*) [90]
                0.00    0.00     254/254         double* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [84]
-----------------------------------------------
                0.00    0.00     254/254         double* std::copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [97]
[91]     0.0    0.00    0.00     254         double* std::__copy_move_a2<true, double*, double*>(double*, double*, double*) [91]
                0.00    0.00     762/1027        double* std::__niter_base<double*>(double*) [30]
                0.00    0.00     254/254         double* std::__copy_move_a<true, double*, double*>(double*, double*, double*) [90]
-----------------------------------------------
                0.00    0.00     254/254         double* std::__uninitialized_copy_a<std::move_iterator<double*>, double*, double>(std::move_iterator<double*>, std::move_iterator<double*>, double*, std::allocator<double>&) [93]
[92]     0.0    0.00    0.00     254         double* std::uninitialized_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [92]
                0.00    0.00     254/254         double* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [85]
-----------------------------------------------
                0.00    0.00     254/254         double* std::__uninitialized_move_if_noexcept_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [96]
[93]     0.0    0.00    0.00     254         double* std::__uninitialized_copy_a<std::move_iterator<double*>, double*, double>(std::move_iterator<double*>, std::move_iterator<double*>, double*, std::allocator<double>&) [93]
                0.00    0.00     254/254         double* std::uninitialized_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [92]
-----------------------------------------------
                0.00    0.00     254/254         double* std::__uninitialized_default_n_a<double*, unsigned long, double>(double*, unsigned long, std::allocator<double>&) [95]
[94]     0.0    0.00    0.00     254         double* std::__uninitialized_default_n<double*, unsigned long>(double*, unsigned long) [94]
                0.00    0.00     254/254         double* std::__uninitialized_default_n_1<true>::__uninit_default_n<double*, unsigned long>(double*, unsigned long) [86]
-----------------------------------------------
                0.00    0.00     254/254         std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [87]
[95]     0.0    0.00    0.00     254         double* std::__uninitialized_default_n_a<double*, unsigned long, double>(double*, unsigned long, std::allocator<double>&) [95]
                0.00    0.00     254/254         double* std::__uninitialized_default_n<double*, unsigned long>(double*, unsigned long) [94]
-----------------------------------------------
                0.00    0.00     254/254         std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [87]
[96]     0.0    0.00    0.00     254         double* std::__uninitialized_move_if_noexcept_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [96]
                0.00    0.00     508/508         std::move_iterator<double*> std::__make_move_if_noexcept_iterator<double, std::move_iterator<double*> >(double*) [47]
                0.00    0.00     254/254         double* std::__uninitialized_copy_a<std::move_iterator<double*>, double*, double>(std::move_iterator<double*>, std::move_iterator<double*>, double*, std::allocator<double>&) [93]
-----------------------------------------------
                0.00    0.00     254/254         double* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [85]
[97]     0.0    0.00    0.00     254         double* std::copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [97]
                0.00    0.00     508/508         decltype (__miter_base(({parm#1}.base)())) std::__miter_base<double*>(std::move_iterator<double*>) [45]
                0.00    0.00     254/254         double* std::__copy_move_a2<true, double*, double*>(double*, double*, double*) [91]
-----------------------------------------------
                0.00    0.00     254/254         double* std::__uninitialized_default_n_1<true>::__uninit_default_n<double*, unsigned long>(double*, unsigned long) [86]
[98]     0.0    0.00    0.00     254         double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [98]
                0.00    0.00     254/1027        double* std::__niter_base<double*>(double*) [30]
                0.00    0.00     254/254         _ZSt10__fill_n_aIPdmdEN9__gnu_cxx11__enable_ifIXsr3std11__is_scalarIT1_EE7__valueET_E6__typeES4_T0_RKS3_ [89]
-----------------------------------------------
                0.00    0.00     168/168         __gnu_cxx::new_allocator<int>::new_allocator() [100]
[99]     0.0    0.00    0.00     168         __gnu_cxx::new_allocator<int>::new_allocator() [99]
-----------------------------------------------
                0.00    0.00     168/168         std::allocator<int>::allocator() [103]
[100]    0.0    0.00    0.00     168         __gnu_cxx::new_allocator<int>::new_allocator() [100]
                0.00    0.00     168/168         __gnu_cxx::new_allocator<int>::new_allocator() [99]
-----------------------------------------------
